쫄면,450,622.42,110.85,22.13,6.93,12.36,1271.55
치즈라면,600,598.67,83.53,0,23.28,23.35,2425.97
콩국수,800,623.5,67.12,1,20.43,47.8,875.84
크림소스스파게티,400,825.06,85.88,0,45.4,19.44,1025.21
토마토소스스파게티,500,642.18,102.07,0,17.37,20.22,1404.81
해물칼국수,900,621.2,124.21,0,4.01,24.87,2195.05
회냉면,550,638.9,131.9,22.73,8.78,20.22,1524.28
떡국,800,714.99,144.03,0,5.39,21.86,2019.28
떡만둣국,700,625.35,113.96,0,9.4,22.72,1999.12
짜장라면,250,409.38,63.78,0,14.85,12.01,1276.38
고기만두,250,454.39,55.33,0,18.25,18.66,888.8
군만두,250,684.42,76.17,0,31.18,19.77,983.7
김치만두,250,424.64,60.79,0,13.1,18.43,961.97
물만두,120,158.05,20.48,0,5.84,5.86,269.52
만둣국,700,432.62,53.28,0,14.92,19.24,2356.67
게살죽,800,554.24,103.59,0,7.63,18.15,1533.96
깨죽,800,505.68,71.13,0,18.94,13.43,1212.27
닭죽,1000,1181.71,92.53,0,48.18,75.93,789.79
소고기버섯죽,800,573.24,102.93,0,6.46,20.52,1263.62
어죽,800,559.27,90.47,0,6.08,15.53,1621.29
잣죽,700,872.61,153.79,0,20.29,15.79,850.63
전복죽,800,587.29,105.04,0,11.45,14.57,1423.93
참치죽,800,658.46,105.94,0,13.85,26.08,1264.15
채소죽,800,514.83,100.8,0,5.13,11.89,1211.63
팥죽,600,482.65,100.74,4.79,0.56,20.59,1026.11
호박죽,600,430.33,111.41,25.78,0.72,8.11,911.72
콘스프,400,280.48,35.37,0,14.02,5.82,1319.46
토마토스프,400,382.41,12.42,0,25.4,18.2,1544.31
굴국,450,194.42,11.44,0,8.65,22.8,1775.97
김치국,450,86,13.01,0,3.38,6.03,1646.15
달걀국,450,193.04,5.35,0,11.11,16.19,1263.96
감자국,700,220.07,37.01,0,2.16,17,1734.15
미역국,500,50.17,4.7,0,4.35,2.7,1527.55
바지락조개국,550,159.25,8.51,0,1.84,25.83,1650.85
소고기무국,400,125.22,8.14,0,4.72,13.51,1095.18
소고기미역국,650,154.93,6.91,0,6.83,20.23,2006.88
순대국,800,550.66,22.82,0,32.94,41.22,1532.59
어묵국,600,252.09,37.16,0,4.21,22.85,2022.74
오징어국,500,169.04,10.6,0,2.36,27.74,1573.42
토란국,250,462.97,85.16,0,7.07,23.89,700.67
탕국,250,94.24,2.58,0,4.32,12.08,663.05
홍합미역국,650,168.88,14.13,0,6.43,19.99,2066.27
황태해장국,600,184.22,6.39,0,7.22,25.21,1526.82
근대된장국,450,109.26,8.14,0,3.21,15.31,1453.19
미소된장국,150,37.97,1.7,0,1.75,4.14,511.98
배추된장국,700,121.53,11.04,0,3.63,13.96,2321.48
뼈다귀해장국 ,1000,715.98,29.71,0,45.37,53.63,3093.6
선지(해장)국,1000,314.42,22.29,0,5.03,48.1,3053.19
콩나물국,400,22.53,1.26,0,1.42,1.82,752.43
시금치된장국,400,121.45,9.9,0,3.39,16.69,1381.25
시래기된장국,450,99.12,10.68,0,2.54,10.02,1535.63
쑥된장국,450,117.32,17.17,0,2.55,13.21,1799.6
아욱된장국,450,103.53,9.96,0,2.94,12,1462.13
우거지된장국,450,85.97,13.72,0,1.81,6.44,1593.99
우거지해장국,600,158.5,14.86,0,5.73,14.19,1972.09
우렁된장국,500,245.28,21.19,0,7.05,24.72,2150.43
갈비탕,600,240.4,8.21,0,14.33,18.67,1688.43
감자탕,900,963.71,49.64,0.9,58.28,60.55,2439.38
곰탕,300,181.42,15.5,0,5.44,16.59,713.64
매운탕,600,402.79,18.83,1.55,21.56,37.16,2130.95
꼬리곰탕,700,750.69,10.93,0,52.8,54.87,764.73
꽃게탕,600,240.65,20.77,0,5.49,31.7,2268.86
낙지탕,600,186.1,11.77,0,2.73,29.21,1711.12
내장탕,700,549.81,13.7,0,31.51,56.97,2383.07
닭곰탕,650,527.7,15.39,0,24.14,58.88,1005.19
닭볶음탕,300,371.81,19.17,2.02,17.32,33.85,1030.46
지리탕,600,260.59,10.52,0,8.36,38.34,1685.16
도가니탕,800,563.65,5.58,0,34.77,54.6,599.27
삼계탕,1000,881.32,44.08,0,40.57,76.65,1211.32
설렁탕,600,422.76,10.94,0,18.2,52.71,725.16
알탕,700,424.13,49.52,14.85,6.98,49.21,2393.29
연포탕,1000,541.19,21.64,0,9.2,91.65,2307.07
오리탕,600,480.82,24.16,1.03,21.64,43.21,1849.93
추어탕,700,338.67,24.42,1.81,11.51,37.37,2077.15
해물탕,600,272.26,19.58,1.55,3.38,41.74,2071.99
닭개장,700,317.07,19.18,0,14.95,33.74,1786.03
육개장,440,137.86,11.62,0,5.87,13.44,1112.78
뼈해장국,1000,692.93,25.42,0,37.16,67.92,3192.46
미역오이냉국,450,77.35,19.74,8.99,1.35,5.61,1483.6
고등어찌개,600,605.31,32.03,0,28.2,59.16,2599.71
꽁치찌개,300,356.63,14.48,0.72,20.69,29.51,1296.33
동태찌개,800,369.69,18.94,1.38,7.8,59.57,2487.54
부대찌개,600,525.98,46.81,0,28.48,27.71,2689.19
된장찌개,400,147.06,15.98,0,5.27,11.71,2021.78
청국장찌개,400,275.46,14.97,0,14.43,25.84,1839.75
두부전골,500,315.11,16.2,0.86,19.15,29.15,1651.53
곱창전골,600,532.65,26.89,0,34.73,38.35,1750.42
소고기전골,300,203.22,16.55,0,7.54,19.47,1090.15
국수전골,400,643.16,66.93,4,22.39,45.29,1524.63
돼지고기김치찌개,400,246.29,9.33,0,18.26,15.5,1961.48
버섯찌개,400,171.86,15.26,0,7.52,16.64,1267.81
참치김치찌개,400,193.58,13.33,0,10.89,16.86,2604.45
순두부찌개,400,198.47,8.78,0,14.03,14.72,1331.31
콩비지찌개,400,248.66,24.52,0,12.81,15.96,1206.33
햄김치찌개,300,190.47,15.44,0,10.68,11.63,1527.82
호박찌개,300,98.3,12.74,2.06,2.34,7.78,1028.15
고추장찌개,500,263.44,20.08,0,12.35,25.62,935.15
대구찜,500,372.68,26.43,0,8.43,54.08,1888.04
도미찜,100,126.31,0.76,0,3.68,21.01,882.04
문어숙회,80,67.49,0.18,0,0.73,14.14,222.83
아귀찜,400,310.7,17.59,0,6.68,48.85,1463.31
조기찜,100,185.25,1.81,0.34,9.2,22.27,631.89
참꼬막,80,89.77,4.92,1.6,2.17,12.98,400.23
해물찜,500,397.38,36.02,0,8.94,50.28,2213.44
소갈비찜,250,500.45,11.31,0,29.17,42.55,768.42
돼지갈비찜,170.1,249.7,8.82,1.76,14.42,20.57,946.68
돼지고기수육,300,1218.19,8.69,0,99.52,61.47,389.53
찜닭,1500,1358.38,140.64,57.52,36.54,114.9,5290.09
족발,150,381.57,32.3,0,16.62,26.02,839.14
달걀찜,250,190,4.81,0,10.91,16.2,860.32
닭갈비,300,562.1,24.54,3.51,28.89,52.3,975.55
닭꼬치,70,177.51,12.9,8.58,7.9,12.35,287.26
돼지갈비,100,248.52,7.6,5.01,14.7,19.95,344.89
떡갈비,250,762.99,26.61,12.49,51.58,43.09,838.84
불고기,150,386.79,13.05,1.1,21.78,32.9,632.54
소곱창구이,150,639.11,6.51,0,51.71,35.62,332.72
소양념갈비구이,300,986.92,27.74,14.31,66.48,61.97,1272.34
소불고기,200,174.73,19.63,9.49,4.68,14.22,828.15
양념왕갈비,150,485.51,15.04,8.35,33.71,29.33,533.19
햄버거스테이크,200,436.75,21.35,0,28.05,24.92,920.26
훈제오리,250,789.96,11.83,6.25,64.65,38.16,1216.98
치킨데리야끼,340,692.52,50.73,3.64,32.19,47.34,865.98
치킨윙,100,219.42,9.97,2.45,14.23,11.41,351.39
더덕구이,100,183.74,31.78,10.85,5.62,5.8,745.78
양배추구이,100,60.93,7.62,0.84,2.65,2.71,242.34
두부구이,100,90.67,1.53,0,6.27,9.41,164.39
삼치구이,200,355.71,8.48,0,18.01,37.83,797.71
가자미전,150,220.46,6.68,0,7.12,29.97,814.37
굴전,100,192.81,13.92,0,9.07,12.56,331.02
동태전,150,265.25,11.48,0,16.14,19.87,672.98
해물파전,150,267.23,27.68,0,12.57,12.94,356.43
동그랑땡,150,312.41,14.71,0,18.72,19.67,579.81
햄부침,100,232.6,9.73,0,15.48,13.07,774.68
육전,100,197.1,6.72,0.3,9.51,19.58,248.68
감자전,200,366.16,53.81,0,13.61,9.67,456.53
고추전,150,261.44,17.78,0.75,14.86,13.94,359.88
김치전,150,285.73,32.07,0,12.48,13.17,785.6
깻잎전,150,357.62,16.65,0.75,24.64,18.3,464.94
녹두빈대떡,100,200.71,18.64,0,8.32,9.96,246.03
미나리전,150,215.86,30.1,0,8.63,6.09,235.65
배추전,150,241.01,32.51,0,10.49,6.41,355.98
버섯전,150,239.68,18.61,0.75,12.93,11.93,307.92
부추전,150,241.18,32.01,0,9.5,7.14,255.16
야채전,100,194.94,24.97,0,8.78,4.95,322.92
파전,150,280.55,37.46,0,12.04,7.73,338
호박부침개,100,130.72,8.67,0,9.24,3.37,172.03
호박전,150,215.28,16.56,0,14.42,6.59,274.63
달걀말이,100,172.24,4.67,0,11.23,12.04,323.32
두부부침,100,134.88,4.29,0,8.76,9.92,199.83
두부전,150,253.89,8.08,0,18.03,18.66,500.53
건새우볶음,20,69.19,4.81,2.7,2.3,7.22,193.09
낙지볶음,200,180.59,23.51,6.7,3,17.87,868.88
멸치볶음,20,69.23,5.69,3.43,2.04,6.97,274.1
어묵볶음,150,281.54,36.28,4.47,8.08,18.04,1283.83
오징어볶음,200,243.7,27.42,9.28,6.84,20.43,1025.86
오징어채볶음,20,55.71,7,1.35,0.69,5.39,240.96
주꾸미볶음,200,211.81,21.69,6.7,6.11,20.16,969.88
해물볶음,400,420.53,36.53,7.66,15.32,37.48,1647.02
감자볶음,50,57.8,8.23,0.5,2.53,1.34,219.94
김치볶음,200,189.97,21.83,8.96,12.13,5.29,1513.41
깻잎나물볶음,200,212.39,17.33,0.2,16.37,8.03,1046.43
느타리버섯볶음,150,133.32,14.22,0.15,8.93,4.41,625.25
두부김치,250,292.42,13.84,0,21.32,19.15,1033.85
머위나물볶음,150,102.99,7.71,0,7.95,4.3,696.92
양송이버섯볶음,150,132.42,10.55,0,9.79,5.46,520.11
표고버섯볶음,150,143.6,14.28,1.49,7.36,4.01,563.59
고추잡채,200,264.22,22.11,8.45,12.71,12.86,850.31
호박볶음,50,29.19,3.09,0,2.01,0.77,223.28
돼지고기볶음,200,353.13,15.33,4.75,20.94,25.75,1060.33
돼지껍데기볶음,150,346.14,22.73,15.84,19.23,22.39,759.29
소세지볶음,200,476.04,28.81,5.83,33.24,17.04,1409.05
순대볶음,400,579.56,70.96,14.29,25.61,17.58,1379.55
오리불고기,250,559.93,24.47,4.07,34.25,38.16,854.07
오삼불고기,200,356.94,21.46,7.42,20.24,23.35,870.4
떡볶이,200,300.76,58.85,5.7,2.96,8.72,862.23
라볶이,200,266.03,41.13,6.36,9.59,7.96,836.24
마파두부,200,226.92,10.99,0.57,12.01,16.85,647.45
가자미조림,300,301.29,20.34,5.99,6.9,40.7,1621.23
갈치조림,100,99.39,5.49,0.5,3.92,10.68,463.82
고등어조림,250,459.34,10.96,1.46,25.35,45.37,1177.96
꽁치조림,150,280.09,8.36,1.39,16.67,22.59,679.42
동태조림,250,270.61,16.77,5,4.09,39.03,1440.18
북어조림,100,184.58,15.66,2.91,3.04,23.88,761.39
조기조림,300,378.26,14.24,1.45,16.26,41.43,1682.9
코다리조림,100,146.67,4.57,0.5,5.62,18.46,433.18
달걀장조림,100,133.73,10.03,3.17,6.4,8.75,636.61
메추리알장조림,100,205.08,7.36,2.45,13.69,12.11,758.9
돼지고기메추리알장조림,50,62.97,3.14,0.84,2.11,7.62,555.79
소고기메추리알장조림,50,61.22,3.45,1,2.21,6.67,608.3
고추조림,100,105.88,14.83,2.99,4.19,2.86,802.46
감자조림,50,39.01,8.4,0.79,0.2,1.55,265.92
우엉조림,30,68.5,15.51,7.61,0.33,1.1,242.28
알감자조림,50,56.23,10.48,1.57,1.26,1.38,241.73
(검은)콩조림,20,56.83,6.98,2.92,2.09,3.85,102.85
콩조림,20,59.22,7.75,2.92,1.94,3.57,234.7
두부고추장조림,50,67.14,4.03,1.89,4,5.14,199.23
땅콩조림,20,80.42,6.54,3.27,5.11,2.91,154.25
미꾸라지튀김,100,382.13,30.57,0,22.54,12.69,323.26
새우튀김,100,311.26,21.83,0,19.64,11.83,553.89
생선가스,200,646.21,57.38,0,37.09,24.5,817.27
쥐포튀김,100,353.33,37.99,0,16.54,11.21,423.8
오징어튀김,100,308.43,26.02,0,16.5,13.46,361.57
닭강정,100,323.25,24.21,1.74,15.56,18.34,413.14
닭튀김,300,909.81,45.92,0,52.34,54.55,1150.13
돈가스,200,620.64,36.56,0,39.12,27.78,557.09
모래집튀김,150,457.35,31.86,0,25.89,22.29,297.01
양념치킨,200,567.58,38.84,12.36,31.15,30.47,777.86
치즈돈가스,250,758.5,45.48,0,46.15,36.02,855.05
치킨가스,200,582.01,51.28,0,28.64,31.03,748.73
탕수육,200,454.44,56.49,1.9,16.59,17.06,403.26
깐풍기,200,585.08,43.36,13.94,33.34,27.8,629.27
감자튀김,150,462.11,50.1,0,25.76,6.24,374.22
고구마맛탕,200,490.93,90.19,1.43,13.53,3.3,213.33
고구마튀김,100,241.57,34.1,0,10.8,3.21,150.64
고추튀김,100,198.35,12.74,0,13.63,6.48,260.65
김말이튀김,100,240.56,32.49,0,12.38,2.25,393.02
채소튀김,100,311.99,36.35,0,18.53,3.01,277.28
노각무침,150,81.35,16.43,5.09,2.07,3.09,822.1
단무지무침,50,19.19,3.22,0.97,0.91,0.47,447.86
달래나물무침,150,132.69,25.26,13.54,3.3,4.77,852.99
더덕무침,150,220.89,48.44,31.54,2.74,4.89,1203.58
도라지생채,150,165.23,38.59,3,1.71,4.15,789.08
도토리묵,100,43.05,9.87,1.4,0.35,0.4,116.47
마늘쫑무침,30,38.12,9.35,3.28,0.28,0.98,423.46
무생채,150,73.68,16,4.5,1.28,2.63,832.19
무말랭이,30,39.89,9.63,1.03,0.34,1.36,378.78
오이생채,50,23.36,4.63,1.52,0.5,0.89,269.31
파무침,150,124.3,19.47,8.37,5.41,3.82,693.83
상추겉절이,200,130.62,17.99,2,6.25,5.65,952.32
쑥갓나물무침,150,94.86,8.78,0,6.51,5.49,700.12
청포묵무침,250,157.61,19.68,13.74,4.23,2.96,756.74
해파리냉채,150,87.29,13.83,7.49,1.55,6.63,490.13
가지나물,50,21.87,3.03,0,1.27,0.73,159.17
고사리나물,50,43.51,3.8,0,3.26,1.97,251.53
도라지나물,50,54.68,5.34,0,3.82,0.67,256.67
무나물,50,34.58,3.04,0,2.56,0.58,293.52
미나리나물,50,28.34,2.56,0,2.14,0.99,165.52
숙주나물,50,19.51,1.56,0,1.35,1.31,186.73
시금치나물,50,37.51,3.82,0,2.37,2.07,217.26
취나물,50,72.94,3.46,0,6.71,1.6,288.65
콩나물,50,24.13,1.15,0,1.98,1.64,203.5
고구마줄기나물,50,30.44,2.97,0,2.24,0.63,255.71
우거지나물무침,150,126.11,10.28,1.5,8.66,5.08,774.55
골뱅이무침,100,107.35,15.56,6.06,2.3,7.91,515.92
김무침,30,81.01,12.19,6.93,4.12,4.71,498.63
미역초무침,50,24.94,5.7,4,0.54,1.07,285.8
북어채무침,150,332.05,31.33,18.02,5.8,37.37,1048.53
회무침,300,311.59,42.88,26.41,4.26,27.18,1253.25
쥐치채,20,53.39,10.18,6.6,0.2,2.77,289.45
파래무침,30,31.59,5.43,0.9,0.69,2.34,252.05
홍어무침,200,193.14,24.9,9.43,2.27,21.64,817.42
골뱅이국수무침,230,256.42,39.63,0,7.01,10.52,911.74
오징어무침,200,249.53,13.55,0,4.19,38.67,682.39
잡채,150,198.82,37.47,2.99,4.7,2.59,664.75
탕평채,100,101.19,10.2,6.99,3.11,3.53,247.42
갓김치,50,27.64,5.21,0.42,0.7,1.98,447.77
고들빼기,50,55.39,11.99,0,0.56,2.21,733.75
깍두기,50,17.99,3.95,0.05,0.23,1,338.88
깻잎김치,150,124.49,23.27,2.99,3.16,6.1,1907.64
나박김치,100,14.75,2.26,0.01,0.42,0.63,509.47
동치미,400,57.69,14.26,0,0.64,2.7,2313.58
배추겉절이,50,21.24,4.48,1,0.5,0.94,325.41
배추김치,50,18.43,4.16,0.5,0.3,1.15,309.53
백김치,50,19.8,4.38,0,0.26,0.8,211.72
부추김치,50,32.91,6.29,3.49,0.57,1.88,399.38
열무김치,50,16.29,3.16,1.2,0.35,1.34,308.35
열무얼갈이김치,50,16.57,3.03,0,0.4,1.27,344.2
오이소박이,50,16.67,2.96,1.2,0.53,0.94,276.19
총각김치,50,17.56,3.44,0,0.37,1.03,347.17
파김치,50,28.01,5.47,1,0.7,1.55,395.87
간장게장,250,292.7,13.89,0.17,2.09,32.67,3075.53
마늘쫑장아찌,50,28.27,6.19,2.35,0.13,1.05,778.6
고추장아찌,30,22.36,4.18,3,0.09,0.8,787.3
깻잎장아찌,30,33.64,7.87,2.78,0.36,2.11,568.75
마늘장아찌,30,16.06,3.07,0.3,0.02,0.79,481.75
무장아찌,30,27.34,5.31,3.3,0.26,0.57,933.28
양념게장,200,275.55,46.33,26.52,2.06,20.41,1747.84
양파장아찌,50,19.72,3.54,1.5,0.05,0.58,423.61
오이지,50,11.44,2.39,0,0.31,1.14,926
무피클,50,17,4.19,1.99,0.05,0.4,6.6
오이피클,50,54,14.64,1.99,0.15,0.3,333.6
단무지,30,3.9,0.66,0.23,0.16,0.11,173.55
오징어젓갈,10,6.83,0.29,0,0.1,1.24,179.11
명란젓,10,12,0.27,0,0.3,2.05,353.1
생연어,100,110.29,1,0,1.94,20.91,213.06
생선물회,800,575.01,81.45,29.37,14.13,36.77,2986.23
광어회 ,100,116.2,9.34,5.46,1.36,17.2,754.4
훈제연어,100,169,9.34,5.46,6.16,19.28,1260.8
육회,150,236.56,15.95,7.04,8.05,25.03,433.42
육사시미,150,203.55,6.96,4.1,6.08,29.28,888.03
가래떡,100,205.04,45.05,0,0.33,3.52,254.68
경단,100,303.79,67.04,0,0.54,6.58,186.36
꿀떡,100,225.92,50.36,9.58,0.76,3.24,251.34
시루떡,100,223.62,49.03,5.99,0.28,5.5,278.95
메밀전병,100,166.14,24.82,0,5.5,5.79,340.66
찰떡,100,216.19,44.88,5.5,1.24,5.81,236.82
무지개떡,100,218.18,48.7,6.99,0.87,4,277.71
백설기,100,218.82,48.2,11.99,0.79,4.04,296.95
송편,100,234.9,46.82,1.52,2.7,4.17,236.55
수수부꾸미,100,258.99,46.15,3,5.67,5.5,270.04
수수팥떡,100,212.73,45.17,1,0.68,5.98,236.38
쑥떡,100,238.06,54.64,9.99,0.45,4.53,256.15
약식,100,232.21,48.88,7.99,2.27,3.83,290.64
인절미,100,214.46,42.55,0,1.76,6.4,337.74
절편,100,197.81,44.07,5,0.35,3.06,266.77
증편,100,198.69,44.22,15.98,0.34,2.54,259.04
찹쌀떡,100,264.74,62.08,13.99,0.23,3.41,226.38
매작과,30,121.48,19.06,0,3.57,2.55,31.05
다식,30,105.17,20.81,6.46,1.73,3.55,3.85
약과,30,113.85,22.18,2.15,1.24,2.57,16.46
유과,30,129.06,24.14,1.12,3.5,0.36,7.06
산자,30,121.7,24.7,10.63,1.2,0.91,8.01
깨강정,30,150.3,13.62,0,9.87,4.5,24.3
